airwayPathKey,airwayKey,awyId,awyLocation,awyDesignation,airwayString,sourceCycle,sourceTable,sourceRowId
AIRWAY_PATH:J159:C,AIRWAY:J159,J159,C,J,BTG DSD,2026-05-14,AWY_BASE,164
AIRWAY_PATH:J16:C,AIRWAY:J16,J16,C,J,BTG LAVAA KOTAA PDT CHASS DOXIE HIA BIL RECAP DPR FSD HAYNS ONTIJ MCW SABBO SIBER DUTYS BAE,2026-05-14,AWY_BASE,165
AIRWAY_PATH:J160:A,AIRWAY:J160,J160,A,J,FAI AYKID FYU ADREW,2026-05-14,AWY_BASE,166
AIRWAY_PATH:J161:C,AIRWAY:J161,J161,C,J,ZUN RSK,2026-05-14,AWY_BASE,167
AIRWAY_PATH:J162:C,AIRWAY:J162,J162,C,J,DJB GAABE MAINE SPOOL AIR MGW BAABY LIZIO MRB,2026-05-14,AWY_BASE,168
AIRWAY_PATH:J163:C,AIRWAY:J163,J163,C,J,BKE HOVEL BOI PIH OCS CHE,2026-05-14,AWY_BASE,169
AIRWAY_PATH:J166:C,AIRWAY:J166,J166,C,J,SSO TCS CME DUMPS SPS,2026-05-14,AWY_BASE,170
AIRWAY_PATH:J167:A,AIRWAY:J167,J167,A,J,JOH GKN DONEL BIG FYU POTAT,2026-05-14,AWY_BASE,171
AIRWAY_PATH:J168:C,AIRWAY:J168,J168,C,J,SPS LAA,2026-05-14,AWY_BASE,172
AIRWAY_PATH:J169:C,AIRWAY:J169,J169,C,J,LAX SLI TRM SHADI BLH SALOM KOFFA TFD,2026-05-14,AWY_BASE,173
AIRWAY_PATH:J17:C,AIRWAY:J17,J17,C,J,SAT ROOMY ABI DUMPS TURKI PNH KENTO TBE PUB FQF CYS RAP,2026-05-14,AWY_BASE,174
AIRWAY_PATH:J170:C,AIRWAY:J170,J170,C,J,CZI DDY MBW,2026-05-14,AWY_BASE,175
AIRWAY_PATH:J171:C,AIRWAY:J171,J171,C,J,TBE TODDE HGO,2026-05-14,AWY_BASE,176
AIRWAY_PATH:J173:C,AIRWAY:J173,J173,C,J,TCH ODUCE EKR,2026-05-14,AWY_BASE,177
AIRWAY_PATH:J175:C,AIRWAY:J175,J175,C,J,CYS LAR DBS,2026-05-14,AWY_BASE,178
AIRWAY_PATH:J177:C,AIRWAY:J177,J177,C,J,PSX KANNA,2026-05-14,AWY_BASE,179
AIRWAY_PATH:J178:C,AIRWAY:J178,J178,C,J,FWA TORRR APE,2026-05-14,AWY_BASE,180
AIRWAY_PATH:J18:C,AIRWAY:J18,J18,C,J,MZB GWIRE IPL HEEDS BZA HOGGZ MOHAK JUDTH GBN PXR FORPE CHEKR BOLIC VERNO SJN ABQ FTI KENTO DRAWL GCK SLN STJ BACNN CHASY ALBRT MZV,2026-05-14,AWY_BASE,181
AIRWAY_PATH:J180:C,AIRWAY:J180,J180,C,J,LIT ZAVEL FTZ,2026-05-14,AWY_BASE,182
AIRWAY_PATH:J181:C,AIRWAY:J181,J181,C,J,FUZ OKM,2026-05-14,AWY_BASE,183
AIRWAY_PATH:J182:C,AIRWAY:J182,J182,C,J,GLD KIRKE RASCL ICT BURDN CHELI COODY RZC,2026-05-14,AWY_BASE,184
AIRWAY_PATH:J183:C,AIRWAY:J183,J183,C,J,ELP PEQ,2026-05-14,AWY_BASE,185
AIRWAY_PATH:J187:C,AIRWAY:J187,J187,C,J,MEM ZESAM BSIDE FTZ,2026-05-14,AWY_BASE,186
AIRWAY_PATH:J188:A,AIRWAY:J188,J188,A,J,BET CERGU SQA,2026-05-14,AWY_BASE,187
AIRWAY_PATH:J189:C,AIRWAY:J189,J189,C,J,AVE LIN LMT HRMNS MRTEN BTG ALDER SEA,2026-05-14,AWY_BASE,188
AIRWAY_PATH:J19:C,AIRWAY:J19,J19,C,J,STL RBS OBK,2026-05-14,AWY_BASE,189
AIRWAY_PATH:J190:C,AIRWAY:J190,J190,C,J,CRL KEEHO DORET ZORBO SLT KONJE REBBL CFB KODEY RKA ALB,2026-05-14,AWY_BASE,190
AIRWAY_PATH:J195:A,AIRWAY:J195,J195,A,J,ANN UDENE FLIPS BKA,2026-05-14,AWY_BASE,191
AIRWAY_PATH:J196:C,AIRWAY:J196,J196,C,J,BCE RIFMN EKR,2026-05-14,AWY_BASE,192
AIRWAY_PATH:J197:C,AIRWAY:J197,J197,C,J,DVC HGO GLD,2026-05-14,AWY_BASE,193
AIRWAY_PATH:J198:C,AIRWAY:J198,J198,C,J,MVA KROST ILC OFTEC RIFMN EKR,2026-05-14,AWY_BASE,194
AIRWAY_PATH:J199:C,AIRWAY:J199,J199,C,J,ILC DTA OFFIG HELPR EKR,2026-05-14,AWY_BASE,195
AIRWAY_PATH:J2:C,AIRWAY:J2,J2,C,J,MZB GWIRE IPL HEEDS BZA HOGGZ MOHAK JUDTH GBN ALMON TUS OLIIN ALIBY ELP FIGMO FST KEMPL JCT LEJON SAT IAH LCH LSU SJI MUURY INBRD CEW DEFUN,2026-05-14,AWY_BASE,196
AIRWAY_PATH:J20:C,AIRWAY:J20,J20,C,J,SEA RADDY YKM BRUKK PDT BEAMO DNJ PIH OCS FQF QUAIL HGO LAA IRW ATOKA PLATE DECOD EIC BERKE MIXIE STAGE KAMEN MHZ MEI MGM,2026-05-14,AWY_BASE,197
AIRWAY_PATH:J202:C,AIRWAY:J202,J202,C,J,FFU ODUCE OCS DDY,2026-05-14,AWY_BASE,198
AIRWAY_PATH:J203:C,AIRWAY:J203,J203,C,J,BIL HILGR GTF,2026-05-14,AWY_BASE,199
AIRWAY_PATH:J204:C,AIRWAY:J204,J204,C,J,DPR MLS HILGR GTF,2026-05-14,AWY_BASE,200
AIRWAY_PATH:J206:C,AIRWAY:J206,J206,C,J,ALS HBU DBL NLSEN OCS,2026-05-14,AWY_BASE,201
AIRWAY_PATH:J21:C,AIRWAY:J21,J21,C,J,TTXOX LRD SAT CWK ACT FUZ ADM IRW ICT PEABO GOSSL JUDGE OVR TODDO EYHUX GOOLD ONTIJ HARPI GEP DLH,2026-05-14,AWY_BASE,202
AIRWAY_PATH:J211:C,AIRWAY:J211,J211,C,J,EMI JERES BUSTR LEONI JST,2026-05-14,AWY_BASE,203
AIRWAY_PATH:J212:C,AIRWAY:J212,J212,C,J,TFD BXK CULTS HRRBR CURIV DECAS PSP,2026-05-14,AWY_BASE,204
AIRWAY_PATH:J217:C,AIRWAY:J217,J217,C,J,HNK ZUUCS ETG,2026-05-14,AWY_BASE,205
AIRWAY_PATH:J22:C,AIRWAY:J22,J22,C,J,CFDNC WEGUS LRD CRP HYNES PSX HEIGH LCH MCB MEI,2026-05-14,AWY_BASE,206
AIRWAY_PATH:J220:C,AIRWAY:J220,J220,C,J,AML JERES BEETS MICAH VALLO FORTT BIGEO WUNDR SFK,2026-05-14,AWY_BASE,207
AIRWAY_PATH:J23:C,AIRWAY:J23,J23,C,J,SAT HENLY SPURS JUMBO EDNAS HICOE MQP BATIK IRW PER JAMEY ICT,2026-05-14,AWY_BASE,208
AIRWAY_PATH:J231:C,AIRWAY:J231,J231,C,J,TNP CADEZ HIPPI DRK NABOB PAYSO CHEAR SJN ACH,2026-05-14,AWY_BASE,209
AIRWAY_PATH:J232:C,AIRWAY:J232,J232,C,J,MZV BURKK IRK,2026-05-14,AWY_BASE,210
AIRWAY_PATH:J233:C,AIRWAY:J233,J233,C,J,STL IRK SKBOZ CNOTA CAPPR ALO,2026-05-14,AWY_BASE,211
AIRWAY_PATH:J236:C,AIRWAY:J236,J236,C,J,TRM EED TBC,2026-05-14,AWY_BASE,212
AIRWAY_PATH:J24:C,AIRWAY:J24,J24,C,J,MTU CHE HGO SELLS OATHE HYS SLN JUDGE MCI DRIVL WELTS STL COWES TILMN VHP BIGXX HICKI FLM HVQ TARCI TUKEY OAKLE BIGAL MOL,2026-05-14,AWY_BASE,213
AIRWAY_PATH:J240:C,AIRWAY:J240,J240,C,J,MTU HBU,2026-05-14,AWY_BASE,214
AIRWAY_PATH:J244:C,AIRWAY:J244,J244,C,J,FTI ZUN CHEAR PXR,2026-05-14,AWY_BASE,215
AIRWAY_PATH:J25:C,AIRWAY:J25,J25,C,J,MAM GROSZ BRO CRP ICEMN SAT CWK ACT FUZ ATOKA DWINE TUL DOSOA MCI BACNN DSM JORDY ALOCK MCW GEP,2026-05-14,AWY_BASE,216
AIRWAY_PATH:J26:C,AIRWAY:J26,J26,C,J,FARCY ELP SUMMY CME PNH MMB ICT FRACA MCI IRK,2026-05-14,AWY_BASE,217
AIRWAY_PATH:J27:C,AIRWAY:J27,J27,C,J,SAT MARCS PUFER BAZBL STELL LFK,2026-05-14,AWY_BASE,218
AIRWAY_PATH:J28:C,AIRWAY:J28,J28,C,J,MLF HVE BDROC HBU KANON RODDY FLOOD PUB GCK KYLER ICT,2026-05-14,AWY_BASE,219
AIRWAY_PATH:J29:C,AIRWAY:J29,J29,C,J,DEVOE CRP HYNES PSX IAH RAECN DARTR VELCO ENJOY LURIC MIXIE ELD SUTTN TOZZI CARIN MEM VISQA TINGS PXV,2026-05-14,AWY_BASE,220
AIRWAY_PATH:J3:C,AIRWAY:J3,J3,C,J,OAK RBL LKV IMB GEG,2026-05-14,AWY_BASE,221
AIRWAY_PATH:J30:C,AIRWAY:J30,J30,C,J,ODI SIBER BRIBE COTON JOT MOPER WHETT TRAKK APE OTMAN KARYL LUISE BUCKO SHAAR ESL DRUZZ TRIXY,2026-05-14,AWY_BASE,222
AIRWAY_PATH:J31:C,AIRWAY:J31,J31,C,J,LEV HRV MEI,2026-05-14,AWY_BASE,223
AIRWAY_PATH:J32:C,AIRWAY:J32,J32,C,J,OAK SAC COLOM FMG LLC BAM PARKA MLD BOY CZI DPR ABR DLH,2026-05-14,AWY_BASE,224
AIRWAY_PATH:J33:C,AIRWAY:J33,J33,C,J,IAH LITLD BLTWY STELL CRIED DONIE TANBE FUZ,2026-05-14,AWY_BASE,225
AIRWAY_PATH:J34:C,AIRWAY:J34,J34,C,J,HQM OLM RADDY MWH ODESS HLN BIL RECAP DPR RWF HARPI ODI HILRO DLL BAE ADALE VIO HASTE ALPHE CRL WOOST RIEKE DJB GAABE MAINE SPOOL AIR BUCKO SHAAR ESL DRUZZ TRIXY,2026-05-14,AWY_BASE,226
AIRWAY_PATH:J35:C,AIRWAY:J35,J35,C,J,LEV OYSTY ZYDCO MCB MCGEE SQS XESSS MEM KIMEL RUSLR FAM,2026-05-14,AWY_BASE,227
AIRWAY_PATH:J36:C,AIRWAY:J36,J36,C,J,MLP GTF HILGR DIK FAR GEP ODI DUTYS BAE DABJU FNT,2026-05-14,AWY_BASE,228
AIRWAY_PATH:J4:C,AIRWAY:J4,J4,C,J,LAX JUGLI CIVET RUSTT PIONE TNP PKE WLVRN BXK SSO EWM CONNE INK ABI FUZ EIC BERKE MIXIE STAGE KAMEN MHZ,2026-05-14,AWY_BASE,229
AIRWAY_PATH:J41:C,AIRWAY:J41,J41,C,J,MGM VUZ LOBBS GOOGY MEM LUKKY ZAVEL SGF EUNIK SCAWT MCI AGENT OVR,2026-05-14,AWY_BASE,230
AIRWAY_PATH:J42:C,AIRWAY:J42,J42,C,J,AMUKI FST LOWGO ABI FUZ TXK,2026-05-14,AWY_BASE,231
AIRWAY_PATH:J43:C,AIRWAY:J43,J43,C,J,VXV FOUNT YOCKY DACOS FLM ROD JECKA MAYZE ANEWA IDEAS NELLS CRL,2026-05-14,AWY_BASE,232
AIRWAY_PATH:J44:C,AIRWAY:J44,J44,C,J,PXR INW DILCO DEXTR RSK ALS VIMPY FQF MCK LNK,2026-05-14,AWY_BASE,233
AIRWAY_PATH:J45:C,AIRWAY:J45,J45,C,J,BNA LAJUG TINGS DENNI PLESS STL IRK DSM EYHUX FSD ABR,2026-05-14,AWY_BASE,234
AIRWAY_PATH:J46:C,AIRWAY:J46,J46,C,J,TUL PLIED LUKKY ARG ZESAM KIMEL SOPIE BNA RABOW VXV,2026-05-14,AWY_BASE,235
AIRWAY_PATH:J478:C,AIRWAY:J478,J478,C,J,GGW CFCKK,2026-05-14,AWY_BASE,236
AIRWAY_PATH:J48:C,AIRWAY:J48,J48,C,J,LANNA PTW BYRDD HAAGN PENSY EMI CSN MOL,2026-05-14,AWY_BASE,237
AIRWAY_PATH:J49:C,AIRWAY:J49,J49,C,J,PSB BIGEO MAGIO DGRAF DARBO BUFFY HNK ALB HOWES SQUAM FRIAR BGR PQI,2026-05-14,AWY_BASE,238
AIRWAY_PATH:J5:C,AIRWAY:J5,J5,C,J,LAX LANDO EHF PINNI TIOGA SONNY TILTS FMG PYRAM HARTT BAARB LKV POWEL SUMMA TAOMA SEA CFKFL CFJCC CFDCT,2026-05-14,AWY_BASE,239
AIRWAY_PATH:J50:C,AIRWAY:J50,J50,C,J,EHF LANDO BOILE PDZ YCDIL WBERG BLH SALOM KOFFA GBN TFD TOTEC ITEMM SSO ALIBY ELP LINZY INK ABI HICOE ACT TORNN CRIED LFK VELCO TBEND CIDOR AEX MCB CEW,2026-05-14,AWY_BASE,240
AIRWAY_PATH:J501:C,AIRWAY:J501,J501,C,J,RZS PEGRS ZONAL BSR PYE NIECE OED HQM WAPTO TOU CYVIC EEVER BKA HOLIE YAK KATAT CASEL JOH TED YONEK TORTE SQA VIDDA BET,2026-05-14,AWY_BASE,241
AIRWAY_PATH:J502:A,AIRWAY:J502,J502,A,J,OTZ FAI HRDNG RDFLG ORT,2026-05-14,AWY_BASE,242
AIRWAY_PATH:J503:C,AIRWAY:J503,J503,C,J,SEA CASCD DIABO IWACK CFKNF,2026-05-14,AWY_BASE,243
AIRWAY_PATH:J505:C,AIRWAY:J505,J505,C,J,SEA FLAAK TWISP ONSET CFRCR,2026-05-14,AWY_BASE,244
AIRWAY_PATH:J507:A,AIRWAY:J507,J507,A,J,BRW SCC FYU ORT CFXBV CFZMR YAK,2026-05-14,AWY_BASE,245
AIRWAY_PATH:J511:A,AIRWAY:J511,J511,A,J,DLG KOWOK SAHOK FAGIN NONDA AMOTT GASTO TED GKN,2026-05-14,AWY_BASE,246
AIRWAY_PATH:J512:A,AIRWAY:J512,J512,A,J,ENM UNK GAL,2026-05-14,AWY_BASE,247
AIRWAY_PATH:J515:C,AIRWAY:J515,J515,C,J,CFDJJ ORT RDFLG HRDNG FAI BTT BRW,2026-05-14,AWY_BASE,248
AIRWAY_PATH:J516:C,AIRWAY:J516,J516,C,J,GTF CFNGJ,2026-05-14,AWY_BASE,249
AIRWAY_PATH:J52:C,AIRWAY:J52,J52,C,J,CFDDH SHUKA CASCD TWISP GEG DOXIE LKT DBS OCS FQF QUAIL HGO LAA ADM TXK CISAR SUTTN SQS,2026-05-14,AWY_BASE,250
AIRWAY_PATH:J523:C,AIRWAY:J523,J523,C,J,BCE ELY LONNR DERMT REO IMB LTJ WANTA SEA ARRIE TOU CFSKH CFTBX ANN,2026-05-14,AWY_BASE,251
AIRWAY_PATH:J530:C,AIRWAY:J530,J530,C,J,GTF GGRBI,2026-05-14,AWY_BASE,252
AIRWAY_PATH:J536:A,AIRWAY:J536,J536,A,J,SSR CFCLG,2026-05-14,AWY_BASE,253
AIRWAY_PATH:J537:C,AIRWAY:J537,J537,C,J,REO MLP ONEAL,2026-05-14,AWY_BASE,254
AIRWAY_PATH:J538:C,AIRWAY:J538,J538,C,J,DLH DLL BAE,2026-05-14,AWY_BASE,255
AIRWAY_PATH:J539:C,AIRWAY:J539,J539,C,J,GGW CFVWQ,2026-05-14,AWY_BASE,256
AIRWAY_PATH:J54:C,AIRWAY:J54,J54,C,J,TOU OLM SUMMA WANTA KOTAA BKE HOVEL BOI PIH CKW LAR,2026-05-14,AWY_BASE,257
AIRWAY_PATH:J540:C,AIRWAY:J540,J540,C,J,MLP STIGS,2026-05-14,AWY_BASE,258
AIRWAY_PATH:J541:A,AIRWAY:J541,J541,A,J,YAK FAKES BERGS ASORT SSR,2026-05-14,AWY_BASE,259
AIRWAY_PATH:J547:C,AIRWAY:J547,J547,C,J,OBK KUBBS PMM HASTE DEWIT FNT,2026-05-14,AWY_BASE,260
AIRWAY_PATH:J548:C,AIRWAY:J548,J548,C,J,PMM WLTER ADALE BITTR UFDUH PECOK TVC,2026-05-14,AWY_BASE,261
AIRWAY_PATH:J549:C,AIRWAY:J549,J549,C,J,ISN CFGMH,2026-05-14,AWY_BASE,262
AIRWAY_PATH:J554:C,AIRWAY:J554,J554,C,J,GIJ BENJO CRL CFHFC CFJGT COHOW SURLY JHW,2026-05-14,AWY_BASE,263
AIRWAY_PATH:J56:C,AIRWAY:J56,J56,C,J,MVA TCH NLSEN CHE GOULL FROGS RIDJE TOMSN FQF,2026-05-14,AWY_BASE,264
AIRWAY_PATH:J569:C,AIRWAY:J569,J569,C,J,GTF DORSE,2026-05-14,AWY_BASE,265
AIRWAY_PATH:J57:C,AIRWAY:J57,J57,C,J,TCS ONM ABQ,2026-05-14,AWY_BASE,266
AIRWAY_PATH:J58:C,AIRWAY:J58,J58,C,J,OAL ILC MLF RSK RGINA ESPAN FTI PNH SPS BATIK FUZ ADUKE LURIC NOBBL TURNN FOSIN AEX PEBBY HRV,2026-05-14,AWY_BASE,267
AIRWAY_PATH:J584:C,AIRWAY:J584,J584,C,J,OBK UNBAR CFLTH CRL KEEHO DORET ZORBO SLT DDUBS FQM MEGSS HAYED BWZ,2026-05-14,AWY_BASE,268
AIRWAY_PATH:J59:C,AIRWAY:J59,J59,C,J,PSB ZUUCS CNTER EXTOL AUDIL SYR,2026-05-14,AWY_BASE,269
AIRWAY_PATH:J599:C,AIRWAY:J599,J599,C,J,MLP TWIGY CFRBZ,2026-05-14,AWY_BASE,270
AIRWAY_PATH:J6:C,AIRWAY:J6,J6,C,J,SNS GOALI ROBIE AVE LANDO PMD HELDE HEC EED CHILY DRK PYRIT ZUN ABQ TCC PNH CRUSR IRW HVQ PERKS COLNS EYTEE MRB HYPER FLIRT SAAME LRP HOUTN KAYNE TOWIN PARKE BWZ SAX JEFFF FLOSI WEETS ACOVE ALB,2026-05-14,AWY_BASE,271
AIRWAY_PATH:J60:C,AIRWAY:J60,J60,C,J,LAX PDZ CIVET RESOR HEC BLD BCE HVE DBL DVV HCT DRABS LNK CNOTA IOW VORIN JOT DJB CANCR HAGUD TYSUN MIDST PSB DOOTH FORTT DANNR GYNTS NEWEL CANDR SAX,2026-05-14,AWY_BASE,272
AIRWAY_PATH:J603:A,AIRWAY:J603,J603,A,J,ELF DLG,2026-05-14,AWY_BASE,273
AIRWAY_PATH:J604:A,AIRWAY:J604,J604,A,J,HBT RWO,2026-05-14,AWY_BASE,274
AIRWAY_PATH:J605:A,AIRWAY:J605,J605,A,J,BKA MDO,2026-05-14,AWY_BASE,275
AIRWAY_PATH:J61:C,AIRWAY:J61,J61,C,J,EMI LARRI MICAH BURNI PSB,2026-05-14,AWY_BASE,276
AIRWAY_PATH:J617:A,AIRWAY:J617,J617,A,J,HOM JOH,2026-05-14,AWY_BASE,277
AIRWAY_PATH:J618:A,AIRWAY:J618,J618,A,J,ADK HORTH MORDI ELF,2026-05-14,AWY_BASE,278
AIRWAY_PATH:J619:A,AIRWAY:J619,J619,A,J,EHM SPY,2026-05-14,AWY_BASE,279
AIRWAY_PATH:J623:A,AIRWAY:J623,J623,A,J,PDN CDB BILBE SPY,2026-05-14,AWY_BASE,280
AIRWAY_PATH:J64:C,AIRWAY:J64,J64,C,J,LAX JUGLI CIVET RESOR HEC GLACO PGS TBC RHYSS COCAN RSK PUB HLC FWA GONER CASIO MAINE LEPEW EWC BURNI MCMAN VALLO RAV SUZIE SARAA,2026-05-14,AWY_BASE,281
AIRWAY_PATH:J65:C,AIRWAY:J65,J65,C,J,SAT WEELS ABI CME TCS TMACK TAGGS PXR KOFFA SALOM BLH DECAS AERRO PMD LANDO EHF SAC RBL LMT SEA,2026-05-14,AWY_BASE,282
AIRWAY_PATH:J66:C,AIRWAY:J66,J66,C,J,EWM BGS ABI FUZ BYP DECOD GLOVE MEEOW LIT MEM BEATS DEVAC WODDY CALCO RMG,2026-05-14,AWY_BASE,283
AIRWAY_PATH:J67:C,AIRWAY:J67,J67,C,J,LIN LKV BTG,2026-05-14,AWY_BASE,284
AIRWAY_PATH:J68:C,AIRWAY:J68,J68,C,J,GEP NICKL DLL BAE DABJU FNT,2026-05-14,AWY_BASE,285
AIRWAY_PATH:J7:C,AIRWAY:J7,J7,C,J,LAX FIM REYES DERBB REBRG FRA GENNE FMG GASSI REO BOI LKT GTF GGRBI,2026-05-14,AWY_BASE,286
AIRWAY_PATH:J70:C,AIRWAY:J70,J70,C,J,HQM ELMAA SEA NORMY BLUIT EPH MLP LWT DIK ABR GEP NICKL WILDD AUGER BAE PMM ALPHE DUNKS SVM CFGFT BEWEL JHW HOXIE DMACK STENT MAGIO LVZ JENNO HARTY STW LGA JFK,2026-05-14,AWY_BASE,287
AIRWAY_PATH:J71:C,AIRWAY:J71,J71,C,J,MEM HUMBO CRELL ENL BOSIE CAROL COWES WLDBL GORDO JARKE RBS OBK,2026-05-14,AWY_BASE,288
AIRWAY_PATH:J713:C,AIRWAY:J713,J713,C,J,BIL BOY BPI TCH,2026-05-14,AWY_BASE,289
AIRWAY_PATH:J72:C,AIRWAY:J72,J72,C,J,BLD PGS CUTRO BAVPE HMFRY DILCO GUP LORAT ABQ MIERA TXO TURKI GANJA SPS,2026-05-14,AWY_BASE,290
AIRWAY_PATH:J73:C,AIRWAY:J73,J73,C,J,LGC BNA PXV TILMN GUIDO OBK,2026-05-14,AWY_BASE,291
AIRWAY_PATH:J74:C,AIRWAY:J74,J74,C,J,LAX PDZ YCDIL PKE NICKT NABOB PAYSO CHEAR SJN DRYHT MAXXO CNX TXO IRW,2026-05-14,AWY_BASE,292
AIRWAY_PATH:J76:C,AIRWAY:J76,J76,C,J,LAS RENTT CUNDY CORKR TBC TANER FTI TCC SONYA SPS,2026-05-14,AWY_BASE,293
AIRWAY_PATH:J78:C,AIRWAY:J78,J78,C,J,LAX SLI TRM PKE LANCY DRK PYRIT ZUN ABQ TCC PNH CRUSR IRW TUL FAM PLESS PXV IIU DACOS HVQ,2026-05-14,AWY_BASE,294
AIRWAY_PATH:J8:C,AIRWAY:J8,J8,C,J,EED CADDU FLG GUP BUKKO FLYBY FTI SGF CROCK STL BOSIE ELIOE IMPEL IIU DACOS HVQ PERRI DILNN RHODE CSN,2026-05-14,AWY_BASE,295
AIRWAY_PATH:J80:C,AIRWAY:J80,J80,C,J,OAL ILC MLF SAKES JNC GLENO DBL FQF GLD CUGGA HLC SLOWR CATTS MCI SAAGS TWAIN BAYLI SPI GORDO JAAVE VHP FYLLS CREEP EMPTY BOWRR ZANDR CORVS AIR,2026-05-14,AWY_BASE,296
AIRWAY_PATH:J804R:A,AIRWAY:J804R,J804R,A,J,TED NOWEL MDO SNOUT EEDEN FRIED,2026-05-14,AWY_BASE,297
AIRWAY_PATH:J82:C,AIRWAY:J82,J82,C,J,BTG DNJ DBS CZI RAP VIVID FSD DBQ COTON JOT,2026-05-14,AWY_BASE,298
AIRWAY_PATH:J83:C,AIRWAY:J83,J83,C,J,SPA SPAYD APE WAAHU DJB,2026-05-14,AWY_BASE,299
AIRWAY_PATH:J84:C,AIRWAY:J84,J84,C,J,OAK LIN MELTS SONNY BABIT MVA PAWLY DTA EKR FROGS SNY DBQ COTON OBK,2026-05-14,AWY_BASE,300
AIRWAY_PATH:J85:C,AIRWAY:J85,J85,C,J,SPA NEALS HVQ LAYED JAMOX OTMAN BLISS BIGLE BOBCT DJB,2026-05-14,AWY_BASE,301
AIRWAY_PATH:J86:C,AIRWAY:J86,J86,C,J,BTY FUZZY BLD PGS CUTRO BAVPE INW PYRIT VERNO SPLTR GREBE RUTER ELP FIGMO FST KEMPL JCT SPURS PUFER CUZZZ IAH KAPAA PEKON LEV,2026-05-14,AWY_BASE,302
AIRWAY_PATH:J87:C,AIRWAY:J87,J87,C,J,IAH TNV HOMRN BILEE HOOTZ TORNN CHMPZ TANBE CVE TUL COODY BUM TYGER DRIVL SAAGS IRK BURKK MZV JOT OBK,2026-05-14,AWY_BASE,303
AIRWAY_PATH:J88:C,AIRWAY:J88,J88,C,J,LAX RZS CEANO ROBIE GOALI SNS PYE,2026-05-14,AWY_BASE,304
AIRWAY_PATH:J889R:A,AIRWAY:J889R,J889R,A,J,NOWEL ARISE KONKS LAIRE,2026-05-14,AWY_BASE,305
AIRWAY_PATH:J89:C,AIRWAY:J89,J89,C,J,IIU KURTZ MACES TORIO BVT FATOX CADIZ OBK BAE BGOSH DLH,2026-05-14,AWY_BASE,306
AIRWAY_PATH:J9:C,AIRWAY:J9,J9,C,J,LAX DAG MISEN CLARR LAS SUVIE NORRA BERYL MLF FRNZY FFU TCH DBS DLN GTF,2026-05-14,AWY_BASE,307
AIRWAY_PATH:J90:C,AIRWAY:J90,J90,C,J,SEA NORMY BLUIT MWH ODESS HLN MLS ABR RWF MCW SUZYQ VIKNG LARVA JIBOR BRIBE OBK,2026-05-14,AWY_BASE,308
AIRWAY_PATH:J92:C,AIRWAY:J92,J92,C,J,LMT WNDEL FMG RYANN YERIN BABIT OAL LIDAT BTY BLD KADDY PRFUM CADDU HOBES DRK PXR TFD PICAH ALMON TUS VYLLA,2026-05-14,AWY_BASE,309
AIRWAY_PATH:J93:C,AIRWAY:J93,J93,C,J,ASUTA JLI PDZ JUGLI LAX,2026-05-14,AWY_BASE,310
AIRWAY_PATH:J94:C,AIRWAY:J94,J94,C,J,FMG LLC BAM LCU OCS BFF ONL DBQ COTON OBK KUBBS PMM HASTE DEWIT FNT,2026-05-14,AWY_BASE,311
AIRWAY_PATH:J95:C,AIRWAY:J95,J95,C,J,DPK HOBAM GAYEL MSLIN STOMP BUFFY CFB,2026-05-14,AWY_BASE,312
AIRWAY_PATH:J96:C,AIRWAY:J96,J96,C,J,LAX PDZ YCDIL PKE LANCY DRK KEYKE GUP CIM GCK SLN AGENT KIDER IRK NORIS PIA JOT,2026-05-14,AWY_BASE,313
AIRWAY_PATH:J98:C,AIRWAY:J98,J98,C,J,MMB IRW TUL SGF TWRAY FAM,2026-05-14,AWY_BASE,314
AIRWAY_PATH:J99:C,AIRWAY:J99,J99,C,J,IRQ VXV GHATS RYANS IIU,2026-05-14,AWY_BASE,315
AIRWAY_PATH:L204:C,AIRWAY:L204,L204,C,AT,GESSO COY MLIZA GOUDA PJM,2026-05-14,AWY_BASE,316
AIRWAY_PATH:L207:C,AIRWAY:L207,L207,C,AT,VUH MUSYL CATFS SEAGL IPSEV,2026-05-14,AWY_BASE,317
AIRWAY_PATH:L208:C,AIRWAY:L208,L208,C,AT,SBI ANKRR RUMMM PEGLG DUTNA,2026-05-14,AWY_BASE,318
AIRWAY_PATH:L214:C,AIRWAY:L214,L214,C,AT,LEV PLNDR DAGGR IRDOV,2026-05-14,AWY_BASE,319
AIRWAY_PATH:L216:C,AIRWAY:L216,L216,C,AT,GTK SHRUM LERED,2026-05-14,AWY_BASE,320
AIRWAY_PATH:L221:C,AIRWAY:L221,L221,C,AT,SATOE TAYOG JOSHE,2026-05-14,AWY_BASE,321
AIRWAY_PATH:L325:C,AIRWAY:L325,L325,C,AT,SCAPA DAKES GABYY JOSHE,2026-05-14,AWY_BASE,322
AIRWAY_PATH:L327:C,AIRWAY:L327,L327,C,AT,SCAPA OPAUL,2026-05-14,AWY_BASE,323
AIRWAY_PATH:L329:C,AIRWAY:L329,L329,C,AT,ZPATA PJM SAULT KEEKA,2026-05-14,AWY_BASE,324
AIRWAY_PATH:L333:C,AIRWAY:L333,L333,C,AT,HRV HOOCK TRESR CCUDA PISAD,2026-05-14,AWY_BASE,325
AIRWAY_PATH:L335:C,AIRWAY:L335,L335,C,AT,SCAPA MLIZA TRNKY OBIKE,2026-05-14,AWY_BASE,326
